CANDIDATE UNSAT [14450,70746,59716,20602,101652,9035,117892,36229,12403,117124,97344]
CANDIDATE UNSAT [14450,70746,59716,20602,101652,9035,117892,36229,12403,117124,97344]
CANDIDATE UNSAT [14450,70746,59716,20602,101652,9035,117892,36229,12403,117124,97344]
CANDIDATE UNSAT [12403,70746,59716,20602,101652,9035,117892,36229,14450,117124,97344]
CANDIDATE UNSAT [12403,70746,59716,20602,117012,9035,117892,36229,14450,101764,97344]
CANDIDATE UNSAT [12403,70746,59716,20602,117012,9035,101509,52612,14450,101764,97344]
CANDIDATE UNSAT [12403,70746,59716,20602,117012,9035,101509,52612,14450,101764,97344]
CANDIDATE UNSAT [12403,70746,59716,20602,117012,9035,101509,52612,14450,101764,97344]
CANDIDATE UNSAT [12403,70746,59716,5242,101652,9035,101509,52612,14450,101764,97344]
CANDIDATE UNSAT [14450,70746,59716,5242,101652,9035,101509,52612,12403,101764,97344]
CANDIDATE UNSAT [14450,86106,59716,20602,101652,9035,101509,52612,12403,101764,97344]
CANDIDATE UNSAT [14450,86106,59716,20602,101652,9035,101509,52612,12403,101764,97344]
CANDIDATE UNSAT [14450,86106,59716,20602,101652,9035,101509,52612,12403,101764,97344]
CANDIDATE UNSAT [14450,20602,59716,86106,101652,9035,101509,52612,12403,101764,97344]
CANDIDATE UNSAT [14450,20602,59716,86106,101652,9035,101509,52612,12403,101764,97344]
CANDIDATE UNSAT [14450,20602,59716,86106,101652,9035,101509,52612,12403,101764,97344]
CANDIDATE UNSAT [14450,20602,59716,86106,101652,9035,101764,52612,12403,101509,97344]
CANDIDATE UNSAT [12658,20602,59716,86106,101652,10827,101764,52612,12403,101509,97344]
CANDIDATE UNSAT [12658,20602,59716,86106,101652,10827,101764,52612,12403,101509,97344]
CANDIDATE UNSAT [12658,20602,59716,69723,101652,10827,101764,36229,12403,101509,97344]
CANDIDATE UNSAT [12658,69754,59716,69723,101652,10827,101764,36229,12403,52357,97344]
CANDIDATE UNSAT [12658,69754,59716,71755,101652,8795,101764,36229,12403,52357,97344]
CANDIDATE UNSAT [12658,69754,59716,71755,101652,8795,101764,36229,12403,52357,97344]
CANDIDATE UNSAT [12658,69754,59716,71755,101652,8795,101764,36229,12403,52357,97344]
CANDIDATE UNSAT [12658,69754,59716,71755,101652,8795,101764,36229,12403,52357,97344]
CANDIDATE UNSAT [12658,69754,59716,71755,101652,8795,101764,36229,12403,52357,97344]
CANDIDATE UNSAT [12658,69754,60736,71755,101652,8795,101764,36229,12403,52357,96324]
CANDIDATE UNSAT [12658,69754,61184,71755,101652,8795,101764,36229,12851,52357,96324]
CANDIDATE UNSAT [12658,69754,61184,71755,101652,8795,101764,36229,12851,52357,96324]
